Customer_ID,Age,Gender,Location,Join_Date,Anciennete_Jours,Total_Spent,Nb_Achats,Montant_Total,Panier_Moyen,Premier_Achat,Dernier_Achat,Recence_Jours,Part_Clothing,Part_Footwear,Part_Outerwear,Part_Accessories,Canal_Prefere,Part_Online
2550,55,Male,San Diego,2023-10-27,431,585.0,5,585.0,117.0,2023-11-16,2024-10-03,89,48.72,0.0,51.28,0.0,In-Store,40.0
2551,21,Female,San Antonio,2021-10-14,1174,900.68,16,622.5,38.91,2023-01-07,2023-12-04,393,29.72,29.72,0.0,40.56,Online,75.0
2552,45,Male,Houston,2023-01-25,706,1250.0,9,1250.0,138.89,2023-07-12,2024-12-27,4,0.0,8.8,91.2,0.0,Online,55.56
2553,22,Male,Chicago,2022-08-23,861,850.0,19,803.0,42.26,2023-02-08,2024-08-18,135,44.21,35.49,0.0,20.3,Online,84.21
2554,43,Male,New York,2021-07-06,1274,1095.05,5,960.0,192.0,2023-12-09,2024-10-25,67,0.0,0.0,100.0,0.0,In-Store,20.0
2555,35,Male,San Diego,2024-04-27,248,540.0,2,540.0,270.0,2024-07-05,2024-11-18,43,0.0,0.0,100.0,0.0,In-Store,0.0
2556,48,Female,New York,2021-09-27,1191,362.45,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2557,23,Female,San Diego,2023-03-19,653,205.0,4,205.0,51.25,2023-08-08,2024-12-07,24,46.34,0.0,0.0,53.66,In-Store,50.0
2558,55,Male,Dallas,2023-02-08,692,845.0,7,845.0,120.71,2023-04-21,2024-12-07,24,39.64,0.0,53.25,7.1,In-Store,0.0
2559,18,Female,San Diego,2021-09-19,1199,803.28,8,555.0,69.38,2023-01-08,2023-09-17,471,81.98,0.0,0.0,18.02,Online,87.5
2560,23,Female,Los Angeles,2023-12-13,384,347.5,6,347.5,57.92,2024-03-08,2024-11-09,52,35.97,0.0,0.0,64.03,Online,83.33
2561,23,Female,Phoenix,2024-03-08,298,608.0,11,608.0,55.27,2024-05-02,2024-12-15,16,52.63,0.0,0.0,47.37,Online,100.0
2562,20,Male,New York,2021-09-10,1208,1266.78,23,1157.0,50.3,2023-01-15,2024-12-25,6,49.7,17.72,0.0,32.58,Online,91.3
2563,26,Female,Miami,2023-07-30,520,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2564,22,Male,Phoenix,2023-03-18,654,911.5,14,911.5,65.11,2023-06-06,2024-11-29,32,58.15,10.42,0.0,31.43,Online,57.14
2565,61,Female,Chicago,2023-01-02,729,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2566,23,Female,Miami,2022-12-17,745,305.15,6,302.5,50.42,2023-01-07,2024-05-12,233,18.18,59.5,0.0,22.31,Online,83.33
2567,26,Male,Miami,2023-05-30,581,678.0,12,678.0,56.5,2023-06-06,2024-06-04,210,43.51,5.16,0.0,51.33,Online,66.67
2568,36,Female,Philadelphia,2022-09-08,845,1863.76,11,1775.0,161.36,2023-02-06,2024-12-08,23,0.0,4.79,95.21,0.0,Online,54.55
2569,28,Female,Phoenix,2022-12-21,741,8.45,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2570,39,Female,Philadelphia,2023-06-15,565,1290.0,9,1290.0,143.33,2023-06-30,2024-12-21,10,0.0,13.95,86.05,0.0,In-Store,44.44
2571,55,Male,San Antonio,2022-08-12,872,220.07,4,190.0,47.5,2023-03-21,2024-10-21,71,100.0,0.0,0.0,0.0,In-Store,0.0
2572,42,Female,San Diego,2021-05-11,1330,1176.06,6,1020.0,170.0,2023-02-05,2024-03-04,302,0.0,0.0,100.0,0.0,Online,66.67
2573,55,Female,Miami,2021-09-06,1212,666.99,6,397.5,66.25,2023-01-30,2024-11-10,51,72.96,21.38,0.0,5.66,In-Store,16.67
2574,21,Female,Phoenix,2021-10-02,1186,425.5,4,185.0,46.25,2023-01-09,2023-09-07,481,83.78,16.22,0.0,0.0,Online,75.0
2575,47,Female,Chicago,2022-10-27,796,837.26,9,810.0,90.0,2023-03-19,2024-12-18,13,27.78,0.0,44.44,27.78,In-Store,22.22
2576,27,Male,New York,2022-08-02,882,147.76,2,63.0,31.5,2023-12-28,2024-05-30,215,0.0,0.0,0.0,100.0,Online,100.0
2577,35,Male,San Antonio,2022-04-24,982,1946.96,6,1770.0,295.0,2023-03-30,2024-12-25,6,0.0,0.0,100.0,0.0,Online,66.67
2578,20,Female,Philadelphia,2022-05-13,963,139.35,2,70.0,35.0,2023-03-11,2023-05-12,599,0.0,0.0,0.0,100.0,Online,100.0
2579,56,Female,Dallas,2022-09-21,832,638.06,7,555.0,79.29,2023-03-17,2024-12-29,2,23.42,19.82,54.05,2.7,In-Store,0.0
2580,18,Female,San Diego,2023-05-31,580,85.0,2,85.0,42.5,2023-09-06,2024-06-22,192,47.06,0.0,0.0,52.94,In-Store,50.0
2581,20,Female,Los Angeles,2022-09-03,850,531.8,12,464.5,38.71,2023-01-12,2024-12-22,9,37.67,6.46,0.0,55.87,Online,83.33
2582,25,Male,Los Angeles,2021-05-30,1311,232.48,3,130.0,43.33,2023-06-07,2024-04-18,257,65.38,0.0,0.0,34.62,In-Store,0.0
2583,23,Male,Miami,2021-10-10,1178,480.76,8,399.0,49.88,2023-04-14,2024-02-08,327,61.4,15.04,0.0,23.56,Online,100.0
2584,55,Male,San Antonio,2021-10-26,1162,1129.2,12,870.0,72.5,2023-01-23,2024-12-12,19,67.82,29.89,0.0,2.3,In-Store,33.33
2585,38,Female,Philadelphia,2021-08-30,1219,424.49,1,70.0,70.0,2023-07-15,2023-07-15,535,0.0,100.0,0.0,0.0,In-Store,0.0
2586,26,Male,Philadelphia,2024-06-22,192,292.5,8,292.5,36.56,2024-07-13,2024-12-19,12,46.15,10.26,0.0,43.59,Online,87.5
2587,46,Female,Philadelphia,2021-05-03,1338,1392.04,13,1195.0,91.92,2023-04-01,2024-12-07,24,55.65,0.0,42.68,1.67,In-Store,15.38
2588,36,Female,Los Angeles,2021-11-09,1148,1704.48,10,1450.0,145.0,2023-01-14,2024-11-18,43,6.55,2.41,91.03,0.0,In-Store,50.0
2589,40,Male,Houston,2024-05-25,220,840.0,5,840.0,168.0,2024-06-05,2024-12-31,0,0.0,0.0,100.0,0.0,Online,60.0
2590,32,Female,Phoenix,2023-03-16,656,3615.0,19,3615.0,190.26,2023-03-19,2024-12-20,11,1.8,0.0,97.65,0.55,Online,57.89
2591,40,Female,Miami,2021-04-25,1346,1364.17,6,935.0,155.83,2023-01-17,2024-09-21,101,6.95,0.0,93.05,0.0,Online,50.0
2592,50,Male,San Antonio,2024-03-15,291,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2593,48,Male,San Diego,2022-03-19,1018,918.29,6,850.0,141.67,2023-03-06,2023-11-30,397,12.94,54.12,32.94,0.0,In-Store,16.67
2594,32,Male,San Antonio,2021-05-06,1335,324.3,1,30.0,30.0,2024-03-06,2024-03-06,300,100.0,0.0,0.0,0.0,In-Store,0.0
2595,36,Female,New York,2022-05-04,972,1172.35,7,1115.0,159.29,2023-08-15,2024-12-31,0,4.93,9.87,85.2,0.0,In-Store,28.57
2596,54,Female,San Diego,2021-02-10,1420,832.08,7,455.0,65.0,2023-04-11,2024-06-24,190,30.77,7.69,61.54,0.0,In-Store,28.57
2597,54,Male,Los Angeles,2024-04-13,262,15.0,1,15.0,15.0,2024-06-28,2024-06-28,186,0.0,0.0,0.0,100.0,In-Store,0.0
2598,46,Female,Chicago,2022-08-02,882,103.58,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2599,38,Male,San Antonio,2022-04-18,988,195.45,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2600,58,Female,Houston,2022-04-14,992,689.11,10,600.0,60.0,2023-01-01,2024-09-24,98,55.0,24.17,0.0,20.83,In-Store,30.0
2601,26,Female,San Diego,2024-05-23,222,60.0,1,60.0,60.0,2024-07-11,2024-07-11,173,0.0,0.0,0.0,100.0,Online,100.0
2602,63,Female,Phoenix,2021-01-22,1439,2048.37,20,1810.0,90.5,2023-04-23,2024-12-22,9,37.29,14.09,41.99,6.63,In-Store,5.0
2603,24,Male,San Diego,2022-02-18,1047,608.8,8,450.0,56.25,2023-03-17,2024-08-18,135,68.89,0.0,0.0,31.11,Online,87.5
2604,26,Female,New York,2023-07-03,547,368.0,7,368.0,52.57,2023-08-03,2024-01-26,340,24.46,62.5,0.0,13.04,Online,71.43
2605,51,Male,Miami,2023-10-16,442,555.0,6,555.0,92.5,2023-10-19,2024-11-28,33,41.44,26.13,32.43,0.0,In-Store,16.67
2606,38,Male,Los Angeles,2022-06-03,942,2340.77,13,2190.0,168.46,2023-08-26,2024-10-13,79,0.0,0.0,100.0,0.0,Online,76.92
2607,18,Male,Miami,2022-03-09,1028,445.38,4,355.0,88.75,2023-03-09,2024-05-16,229,80.28,8.45,0.0,11.27,Online,75.0
2608,18,Male,New York,2022-09-28,825,279.38,6,220.5,36.75,2023-01-27,2024-12-07,24,68.03,13.61,0.0,18.37,Online,66.67
2609,41,Female,Phoenix,2023-09-06,482,55.0,1,55.0,55.0,2024-07-05,2024-07-05,179,100.0,0.0,0.0,0.0,Online,100.0
2610,27,Male,Phoenix,2023-02-13,687,113.0,4,113.0,28.25,2024-02-07,2024-12-31,0,0.0,30.97,0.0,69.03,Online,75.0
2611,41,Male,Houston,2023-05-26,585,2005.0,11,2005.0,182.27,2023-07-28,2024-12-30,1,0.0,4.24,94.76,1.0,Online,63.64
2612,26,Male,Phoenix,2022-07-30,885,90.86,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2613,33,Female,San Diego,2023-06-09,571,1170.0,7,1170.0,167.14,2023-06-30,2024-06-17,197,0.0,0.0,100.0,0.0,Online,57.14
2614,18,Male,New York,2022-03-06,1031,221.29,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2615,20,Male,New York,2023-05-06,605,684.5,17,684.5,40.26,2023-05-31,2024-11-18,43,56.98,0.0,0.0,43.02,Online,82.35
2616,54,Male,Houston,2021-09-04,1214,1440.48,19,1253.0,65.95,2023-04-02,2024-12-31,0,53.47,20.35,24.74,1.44,In-Store,15.79
2617,22,Male,New York,2022-11-27,765,18.58,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2618,21,Male,Houston,2021-01-08,1453,505.01,7,307.5,43.93,2023-01-02,2023-09-18,470,61.79,0.0,0.0,38.21,Online,100.0
2619,37,Female,San Diego,2022-01-27,1069,896.31,4,690.0,172.5,2023-03-05,2024-02-13,322,0.0,0.0,100.0,0.0,In-Store,25.0
2620,23,Female,Los Angeles,2023-08-14,505,426.0,11,426.0,38.73,2023-08-25,2024-06-01,213,31.69,35.21,0.0,33.1,Online,100.0
2621,43,Male,Philadelphia,2021-02-27,1403,114.54,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2622,35,Male,Philadelphia,2024-06-24,190,780.0,4,780.0,195.0,2024-08-06,2024-11-09,52,0.0,0.0,100.0,0.0,Online,100.0
2623,24,Male,Philadelphia,2021-12-29,1098,1932.27,35,1865.5,53.3,2023-04-15,2024-12-31,0,38.33,18.76,13.94,28.97,Online,88.57
2624,20,Male,San Antonio,2022-06-08,937,438.87,4,283.0,70.75,2023-01-06,2023-05-22,589,58.3,35.34,0.0,6.36,Online,75.0
2625,19,Female,Chicago,2021-01-15,1446,492.88,6,330.0,55.0,2023-01-08,2023-05-16,595,71.21,28.79,0.0,0.0,Online,83.33
2626,21,Male,Chicago,2023-10-05,453,80.5,3,80.5,26.83,2023-11-20,2024-11-22,39,49.69,0.0,0.0,50.31,Online,66.67
2627,26,Female,Phoenix,2021-11-05,1152,344.48,3,170.0,56.67,2023-04-15,2024-06-07,207,14.71,50.0,0.0,35.29,Online,100.0
2628,38,Female,San Diego,2023-04-12,629,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2629,28,Female,Houston,2022-03-03,1034,370.99,1,120.0,120.0,2023-01-30,2023-01-30,701,0.0,100.0,0.0,0.0,Online,100.0
2630,51,Female,San Antonio,2022-07-05,910,419.71,6,370.0,61.67,2023-05-25,2024-12-10,21,36.49,31.08,32.43,0.0,In-Store,16.67
2631,40,Female,San Diego,2023-09-10,478,180.0,1,180.0,180.0,2023-11-10,2023-11-10,417,0.0,0.0,100.0,0.0,In-Store,0.0
2632,24,Female,Dallas,2021-03-14,1388,317.91,2,85.0,42.5,2023-01-11,2023-02-15,685,100.0,0.0,0.0,0.0,Online,100.0
2633,47,Male,San Diego,2023-03-26,646,1025.0,10,1025.0,102.5,2023-06-08,2024-04-18,257,39.51,0.0,60.49,0.0,In-Store,10.0
2634,38,Female,Philadelphia,2021-04-07,1364,682.27,6,190.5,31.75,2023-04-23,2024-12-17,14,28.87,0.0,0.0,71.13,Online,66.67
2635,52,Female,Philadelphia,2021-11-14,1143,728.16,6,570.0,95.0,2023-08-04,2024-11-30,31,52.63,0.0,47.37,0.0,In-Store,16.67
2636,46,Female,Dallas,2024-05-06,239,110.0,1,110.0,110.0,2024-11-17,2024-11-17,44,0.0,100.0,0.0,0.0,In-Store,0.0
2637,24,Male,Phoenix,2024-02-18,317,651.0,8,651.0,81.38,2024-03-01,2024-12-27,4,56.07,26.11,0.0,17.82,Online,87.5
2638,36,Male,Philadelphia,2021-06-03,1307,1471.21,8,1065.0,133.12,2023-03-26,2024-12-06,25,0.0,10.33,88.26,1.41,In-Store,37.5
2639,22,Male,Chicago,2022-09-27,826,289.65,7,211.0,30.14,2023-01-22,2023-08-06,513,56.87,16.59,0.0,26.54,Online,100.0
2640,36,Male,Phoenix,2023-01-29,702,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2641,47,Male,Phoenix,2022-12-04,758,1618.61,9,1610.0,178.89,2023-03-26,2024-10-25,67,0.0,0.0,100.0,0.0,Online,55.56
2642,52,Female,San Antonio,2021-03-19,1383,749.61,10,455.0,45.5,2023-05-22,2024-12-15,16,40.66,13.19,28.57,17.58,In-Store,30.0
2643,24,Female,Houston,2023-05-27,584,265.0,4,265.0,66.25,2023-09-25,2024-03-24,282,77.36,0.0,0.0,22.64,In-Store,50.0
2644,24,Female,Philadelphia,2024-02-17,318,510.0,10,510.0,51.0,2024-02-28,2024-12-29,2,45.1,22.55,0.0,32.35,Online,90.0
2645,42,Male,Philadelphia,2021-10-18,1170,168.32,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2646,57,Female,Chicago,2024-03-17,289,128.0,2,128.0,64.0,2024-11-10,2024-12-11,20,0.0,85.94,0.0,14.06,In-Store,0.0
2647,67,Female,Phoenix,2022-06-10,935,1820.42,11,1720.0,156.36,2023-05-09,2024-10-31,61,12.79,9.88,70.35,6.98,In-Store,18.18
2648,34,Female,Phoenix,2023-10-28,430,45.0,1,45.0,45.0,2024-04-04,2024-04-04,271,0.0,0.0,0.0,100.0,In-Store,0.0
2649,31,Male,Chicago,2023-10-15,443,1120.0,7,1120.0,160.0,2024-02-05,2024-12-03,28,0.0,0.0,100.0,0.0,In-Store,42.86
2650,21,Female,Houston,2021-01-20,1441,503.2,5,177.5,35.5,2023-05-27,2024-01-03,363,45.07,16.9,0.0,38.03,Online,100.0
2651,20,Female,Miami,2022-03-04,1033,533.2,12,425.0,35.42,2023-02-03,2024-03-24,282,71.76,0.0,0.0,28.24,Online,66.67
2652,21,Male,Philadelphia,2022-10-19,804,527.41,13,510.0,39.23,2023-05-03,2024-12-04,27,34.31,26.47,0.0,39.22,Online,84.62
2653,61,Male,New York,2024-06-07,207,720.0,6,720.0,120.0,2024-06-19,2024-11-09,52,12.5,0.0,87.5,0.0,In-Store,33.33
2654,55,Female,San Antonio,2022-02-23,1042,460.7,5,390.0,78.0,2023-03-25,2024-02-29,306,78.21,21.79,0.0,0.0,In-Store,20.0
2655,18,Female,Chicago,2021-02-09,1421,1104.54,10,578.0,57.8,2023-03-09,2024-03-05,301,60.55,10.38,0.0,29.07,Online,80.0
2656,23,Female,New York,2021-01-22,1439,1216.31,13,822.5,63.27,2023-01-06,2024-11-22,39,35.26,20.67,0.0,44.07,Online,84.62
2657,37,Male,San Antonio,2021-09-01,1217,140.99,2,50.0,25.0,2023-04-06,2024-08-06,147,60.0,0.0,0.0,40.0,Online,100.0
2658,34,Male,Phoenix,2022-08-12,872,961.6,5,910.0,182.0,2023-03-12,2024-06-05,209,0.0,0.0,100.0,0.0,Online,60.0
2659,45,Male,San Diego,2024-02-21,314,360.0,1,360.0,360.0,2024-11-26,2024-11-26,35,0.0,0.0,100.0,0.0,In-Store,0.0
2660,34,Female,Los Angeles,2023-09-06,482,620.0,5,620.0,124.0,2023-11-07,2024-10-27,65,4.03,13.71,82.26,0.0,Online,80.0
2661,23,Female,Philadelphia,2023-03-16,656,156.0,4,156.0,39.0,2023-03-23,2023-11-04,423,38.46,0.0,0.0,61.54,Online,75.0
2662,20,Female,Miami,2022-01-21,1075,905.47,13,672.5,51.73,2023-03-01,2024-12-08,23,73.61,9.67,0.0,16.73,Online,84.62
2663,31,Female,Houston,2021-12-24,1103,221.96,2,65.0,32.5,2024-02-02,2024-12-27,4,0.0,0.0,0.0,100.0,In-Store,50.0
2664,27,Male,Phoenix,2021-03-06,1396,931.08,17,770.5,45.32,2023-02-19,2024-12-31,0,40.23,27.26,0.0,32.51,Online,88.24
2665,31,Female,Philadelphia,2021-07-15,1265,271.49,2,93.0,46.5,2023-12-10,2024-07-01,183,80.65,0.0,0.0,19.35,Online,50.0
2666,33,Female,Dallas,2024-05-21,224,1050.0,5,1050.0,210.0,2024-06-05,2024-12-15,16,0.0,0.0,100.0,0.0,Online,60.0
2667,37,Female,Dallas,2022-06-10,935,2581.5,11,2430.0,220.91,2023-02-07,2024-09-01,121,0.0,9.05,90.95,0.0,Online,72.73
2668,52,Female,Chicago,2023-08-06,513,345.0,4,345.0,86.25,2023-08-27,2024-12-26,5,69.57,24.64,0.0,5.8,In-Store,25.0
2669,42,Male,Philadelphia,2023-12-07,390,780.0,3,780.0,260.0,2024-03-25,2024-09-04,118,0.0,0.0,100.0,0.0,In-Store,0.0
2670,24,Male,Miami,2021-09-15,1203,1540.13,18,1417.0,78.72,2023-05-09,2024-05-10,235,31.76,37.76,0.0,30.49,Online,94.44
2671,61,Male,Phoenix,2023-08-01,518,290.0,3,290.0,96.67,2023-12-11,2024-11-13,48,55.17,0.0,44.83,0.0,In-Store,33.33
2672,49,Female,Chicago,2023-01-12,719,1255.0,12,1255.0,104.58,2023-04-19,2024-08-10,143,33.47,20.32,43.03,3.19,In-Store,16.67
2673,19,Male,Houston,2021-12-12,1115,1029.33,16,767.0,47.94,2023-03-19,2024-12-06,25,41.07,24.12,0.0,34.81,Online,93.75
2674,37,Male,Phoenix,2022-06-10,935,97.72,1,30.0,30.0,2023-03-07,2023-03-07,665,0.0,100.0,0.0,0.0,In-Store,0.0
2675,23,Female,Chicago,2023-07-05,545,337.0,9,337.0,37.44,2023-07-24,2024-12-24,7,63.8,8.9,0.0,27.3,Online,100.0
2676,34,Female,New York,2024-02-01,334,490.0,3,490.0,163.33,2024-02-04,2024-04-21,254,0.0,0.0,100.0,0.0,Online,66.67
2677,40,Male,Los Angeles,2023-06-22,558,580.0,7,580.0,82.86,2023-08-08,2024-12-16,15,46.55,48.28,0.0,5.17,In-Store,0.0
2678,64,Male,San Antonio,2023-12-27,370,412.5,7,412.5,58.93,2024-04-17,2024-12-26,5,65.45,7.27,0.0,27.27,In-Store,42.86
2679,28,Male,Miami,2022-10-05,818,2671.24,15,2630.0,175.33,2023-01-15,2024-06-27,187,0.0,0.0,100.0,0.0,In-Store,40.0
2680,24,Female,Miami,2022-06-18,927,164.27,1,55.0,55.0,2024-07-14,2024-07-14,170,100.0,0.0,0.0,0.0,Online,100.0
2681,51,Male,Los Angeles,2024-03-16,290,230.0,2,230.0,115.0,2024-03-18,2024-05-12,233,0.0,47.83,52.17,0.0,In-Store,0.0
2682,23,Male,Miami,2022-12-08,754,1177.69,19,1161.0,61.11,2023-03-21,2024-06-04,210,50.39,20.24,0.0,29.37,Online,89.47
2683,20,Male,Miami,2022-03-13,1024,263.24,5,173.0,34.6,2023-03-09,2024-04-04,271,34.68,20.23,0.0,45.09,Online,80.0
2684,19,Male,San Diego,2024-03-17,289,195.0,4,195.0,48.75,2024-04-29,2024-07-06,178,53.85,35.9,0.0,10.26,Online,75.0
2685,18,Male,Miami,2021-02-21,1409,431.8,1,50.0,50.0,2023-03-14,2023-03-14,658,100.0,0.0,0.0,0.0,In-Store,0.0
2686,42,Male,Miami,2023-08-13,506,65.0,2,65.0,32.5,2023-12-01,2024-07-08,176,0.0,100.0,0.0,0.0,In-Store,0.0
2687,47,Male,San Antonio,2021-04-14,1357,1227.83,8,912.5,114.06,2023-04-03,2024-11-28,33,30.68,0.0,53.7,15.62,In-Store,0.0
2688,35,Male,San Diego,2022-06-07,938,836.36,3,690.0,230.0,2023-11-16,2024-06-29,185,0.0,0.0,100.0,0.0,Online,66.67
2689,21,Male,San Diego,2024-03-08,298,405.0,6,405.0,67.5,2024-06-03,2024-12-14,17,53.09,0.0,0.0,46.91,Online,83.33
2690,31,Male,Phoenix,2022-02-11,1054,242.29,2,60.0,30.0,2023-05-18,2023-07-22,528,0.0,0.0,0.0,100.0,Online,100.0
2691,65,Male,Miami,2024-03-20,286,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2692,52,Male,Philadelphia,2021-11-10,1147,985.99,5,815.0,163.0,2023-01-17,2024-07-13,171,3.68,37.42,58.9,0.0,In-Store,20.0
2693,42,Female,Los Angeles,2021-12-16,1111,1693.31,8,1530.0,191.25,2023-05-15,2024-05-20,225,0.0,0.0,100.0,0.0,In-Store,25.0
2694,33,Male,Los Angeles,2022-02-27,1038,1441.98,8,1330.0,166.25,2023-02-19,2024-12-03,28,0.0,0.0,100.0,0.0,Online,62.5
2695,49,Female,Houston,2021-09-22,1196,748.97,7,370.0,52.86,2023-04-22,2024-11-07,54,91.89,8.11,0.0,0.0,In-Store,14.29
2696,21,Male,Los Angeles,2023-08-31,488,80.0,1,80.0,80.0,2023-09-08,2023-09-08,480,100.0,0.0,0.0,0.0,Online,100.0
2697,23,Male,Los Angeles,2023-03-24,648,295.0,6,295.0,49.17,2023-03-24,2024-12-26,5,28.81,35.59,0.0,35.59,Online,66.67
2698,53,Male,Phoenix,2022-04-08,998,475.57,5,333.0,66.6,2023-03-19,2024-12-24,7,36.04,58.56,0.0,5.41,In-Store,20.0
2699,55,Male,Philadelphia,2023-07-12,538,1510.0,12,1510.0,125.83,2023-07-24,2024-12-22,9,43.38,5.63,45.03,5.96,In-Store,8.33
2700,55,Male,Los Angeles,2023-02-03,697,1012.5,13,1012.5,77.88,2023-02-24,2024-12-29,2,50.37,16.79,24.69,8.15,In-Store,15.38
2701,38,Female,San Diego,2021-10-10,1178,91.04,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2702,53,Female,Miami,2021-12-08,1119,1374.29,12,1250.0,104.17,2023-03-11,2024-08-25,128,33.6,35.2,31.2,0.0,In-Store,0.0
2703,23,Male,Dallas,2023-09-06,482,609.0,14,609.0,43.5,2023-09-22,2024-12-31,0,59.93,15.6,0.0,24.47,Online,78.57
2704,38,Female,Los Angeles,2024-04-02,273,75.0,1,75.0,75.0,2024-04-06,2024-04-06,269,100.0,0.0,0.0,0.0,In-Store,0.0
2705,55,Male,Houston,2023-02-20,680,608.0,5,608.0,121.6,2023-07-16,2024-07-23,161,6.58,11.51,78.95,2.96,In-Store,20.0
2706,23,Female,San Antonio,2023-10-11,447,425.0,5,425.0,85.0,2023-11-15,2024-10-30,62,71.76,0.0,0.0,28.24,Online,100.0
2707,54,Female,San Diego,2022-09-01,852,106.76,1,30.0,30.0,2023-11-26,2023-11-26,401,100.0,0.0,0.0,0.0,Online,100.0
2708,28,Male,Phoenix,2021-12-24,1103,430.93,6,148.0,24.67,2023-03-09,2023-12-25,372,16.89,0.0,0.0,83.11,In-Store,33.33
2709,29,Male,Miami,2024-01-10,356,65.5,3,65.5,21.83,2024-01-15,2024-02-20,315,38.17,0.0,0.0,61.83,Online,100.0
2710,23,Male,Chicago,2023-01-12,719,547.5,12,547.5,45.62,2023-01-12,2024-08-04,149,31.05,20.09,0.0,48.86,Online,83.33
2711,37,Male,Dallas,2021-07-25,1255,356.53,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2712,21,Male,Dallas,2021-06-23,1287,1196.7,13,817.5,62.88,2023-05-15,2024-12-05,26,76.45,7.95,0.0,15.6,Online,69.23
2713,24,Female,New York,2021-06-30,1280,975.28,8,590.0,73.75,2023-04-27,2024-01-05,361,58.47,0.0,0.0,41.53,Online,75.0
2714,56,Female,New York,2022-01-31,1065,1030.98,10,910.0,91.0,2023-07-21,2024-10-25,67,40.11,40.11,19.78,0.0,In-Store,20.0
2715,37,Female,New York,2023-08-07,512,365.5,6,365.5,60.92,2023-09-02,2024-12-18,13,58.82,30.1,0.0,11.08,Online,66.67
2716,20,Male,New York,2023-03-11,661,1035.0,15,1035.0,69.0,2023-05-18,2024-12-02,29,58.94,23.67,0.0,17.39,Online,93.33
2717,20,Male,Los Angeles,2022-11-22,770,838.76,15,811.0,54.07,2023-01-17,2024-02-20,315,54.87,0.0,0.0,45.13,Online,80.0
2718,33,Male,Houston,2022-12-06,756,48.73,1,30.0,30.0,2023-01-02,2023-01-02,729,100.0,0.0,0.0,0.0,In-Store,0.0
2719,35,Female,San Diego,2023-10-24,434,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2720,20,Female,Miami,2023-08-06,513,821.0,19,821.0,43.21,2023-08-26,2024-12-23,8,37.15,3.65,14.62,44.58,Online,73.68
2721,23,Female,Miami,2024-04-13,262,162.0,5,162.0,32.4,2024-06-08,2024-11-24,37,0.0,37.04,0.0,62.96,Online,100.0
2722,67,Male,Chicago,2023-12-13,384,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2723,39,Female,Phoenix,2021-02-27,1403,2595.01,12,2140.0,178.33,2023-03-24,2024-12-13,18,0.0,0.0,100.0,0.0,Online,83.33
2724,36,Male,Houston,2022-05-27,949,1795.08,12,1730.0,144.17,2023-01-05,2024-11-29,32,2.31,0.0,97.69,0.0,In-Store,41.67
2725,22,Male,Houston,2023-03-04,668,1258.5,20,1258.5,62.92,2023-03-04,2024-10-28,64,36.95,19.07,0.0,43.98,Online,80.0
2726,61,Female,Philadelphia,2021-01-07,1454,895.02,3,315.0,105.0,2023-07-18,2024-06-23,191,73.02,26.98,0.0,0.0,In-Store,33.33
2727,23,Female,San Diego,2021-10-09,1179,1122.45,8,785.0,98.12,2023-01-03,2024-06-13,201,57.32,32.48,0.0,10.19,Online,75.0
2728,20,Female,Houston,2023-03-06,666,961.0,14,961.0,68.64,2023-04-01,2024-12-30,1,17.69,45.27,0.0,37.04,Online,78.57
2729,20,Male,Dallas,2022-04-21,985,845.31,12,773.0,64.42,2023-01-08,2024-02-11,324,29.11,40.75,0.0,30.14,Online,75.0
2730,22,Male,San Antonio,2024-03-27,279,222.5,6,222.5,37.08,2024-03-30,2024-12-22,9,62.92,0.0,0.0,37.08,Online,100.0
2731,22,Male,Los Angeles,2022-03-22,1015,667.71,7,435.0,62.14,2023-03-22,2024-06-24,190,55.17,14.94,0.0,29.89,Online,71.43
2732,26,Female,Los Angeles,2021-07-26,1254,632.87,9,488.0,54.22,2023-01-11,2024-12-05,26,8.2,17.42,26.64,47.75,Online,55.56
2733,37,Male,Chicago,2022-11-14,778,564.24,2,540.0,270.0,2023-04-09,2024-10-14,78,0.0,0.0,100.0,0.0,In-Store,0.0
